timestamp,signal_power_dbfs,is_true_anomaly,baseline_flag,reconstruction_error,autoencoder_flag
2026-09-05 00:00:00,-55.60024524578628,False,False,28.523782089436992,False
2026-09-05 00:00:01,-70.27652860234237,False,False,26.370495318060126,False
2026-09-05 00:00:02,-61.20837587969277,False,False,26.928218466192277,False
2026-09-05 00:00:03,-59.03978890042347,False,False,27.562482412184636,False
2026-09-05 00:00:04,-70.46830674944667,False,False,27.72192252091611,False
2026-09-05 00:00:05,-57.62103976210477,False,False,29.156294551365697,False
2026-09-05 00:00:06,-60.21641792141407,False,False,22.726117895099435,False
2026-09-05 00:00:07,-62.266250226855725,False,False,18.304438545253753,False
2026-09-05 00:00:08,-70.9389487718699,False,False,14.015082303021874,False
2026-09-05 00:00:09,-63.731163367447024,False,False,14.15123089430032,False
2026-09-05 00:00:10,-70.92683538562493,False,False,11.051499247266882,False
2026-09-05 00:00:11,-70.93145950714052,False,False,12.035786646973083,False
2026-09-05 00:00:12,-69.51607545686794,False,False,11.847647355328125,False
2026-09-05 00:00:13,-73.8265604893156,False,False,11.896097778199259,False
2026-09-05 00:00:14,-61.10133046003006,False,False,21.191003707204395,False
2026-09-05 00:00:15,-71.12457505848195,False,False,15.502066107656038,False
2026-09-05 00:00:16,-72.02566224066885,False,False,15.428870715721876,False
2026-09-05 00:00:17,-69.37150533480946,False,False,15.841877074967943,False
2026-09-05 00:00:18,-71.81604815104242,False,False,25.402103263873595,False
2026-09-05 00:00:19,-72.82460740267058,False,False,24.875768621417365,False
2026-09-05 00:00:20,-67.06870246215689,False,False,33.48016291963786,False
2026-09-05 00:00:21,-70.45155260097307,False,False,35.865521976763034,False
2026-09-05 00:00:22,-69.86494359062415,False,False,34.295104696633786,False
2026-09-05 00:00:23,-58.50998298659973,False,False,41.60897512117903,False
2026-09-05 00:00:24,-71.08876544905037,False,False,39.6056004864415,False
2026-09-05 00:00:25,-69.77815482058027,False,False,37.99168616260574,False
2026-09-05 00:00:26,-72.30198715484461,False,False,37.31185834085543,False
2026-09-05 00:00:27,-58.69335328268146,False,False,36.96602293187489,False
2026-09-05 00:00:28,-71.2012773798376,False,False,40.96985306823128,False
2026-09-05 00:00:29,-56.64366081534226,False,False,43.24745927043402,False
2026-09-05 00:00:30,-71.2034132244588,False,False,44.56817218353206,True
2026-09-05 00:00:31,-66.29544363098212,False,False,41.83096829857463,False
2026-09-05 00:00:32,-56.5974945180848,False,False,43.60602601707867,False
2026-09-05 00:00:33,-72.1154218579118,False,False,34.952062132907216,False
2026-09-05 00:00:34,-68.35491017579362,False,False,33.20065088758328,False
2026-09-05 00:00:35,-63.54082691213991,False,False,36.73408044489184,False
2026-09-05 00:00:36,-57.62968880243615,False,False,37.15096262506332,False
2026-09-05 00:00:37,-73.91934024775955,False,False,25.772245684662767,False
2026-09-05 00:00:38,-72.65637209779686,False,False,27.377588743171714,False
2026-09-05 00:00:39,-55.85640064773524,False,False,25.43461294337003,False
2026-09-05 00:00:40,-68.52306684000918,False,False,12.519176698656953,False
2026-09-05 00:00:41,-69.65726343762006,False,False,20.35152304713022,False
2026-09-05 00:00:42,-64.5276154857162,False,False,20.4933308354418,False
2026-09-05 00:00:43,-70.60220739117858,False,False,19.175203359747933,False
2026-09-05 00:00:44,-72.95704398073485,False,False,19.27978457517245,False
2026-09-05 00:00:45,-71.43968841678942,False,False,17.315676275870846,False
2026-09-05 00:00:46,-70.92127754191958,False,False,16.238661232783386,False
2026-09-05 00:00:47,-61.55106675474089,False,False,16.987076289979406,False
2026-09-05 00:00:48,-69.31276342086308,False,False,12.168736476271938,False
2026-09-05 00:00:49,-73.52608031072546,False,False,12.05596608750823,False
2026-09-05 00:00:50,-60.05127860929768,False,False,9.956597955253851,False
2026-09-05 00:00:51,-70.77016456083263,False,False,1.8852519491103066,False
2026-09-05 00:00:52,-71.35384400061191,False,False,1.947493563921984,False
2026-09-05 00:00:53,-68.77664742231826,False,False,2.3168725209111467,False
2026-09-05 00:00:54,-67.93800095500809,False,False,2.690823232831778,False
2026-09-05 00:00:55,-68.13743976176761,False,False,2.413332378092083,False
2026-09-05 00:00:56,-71.67843504644527,False,False,2.7284418990899724,False
2026-09-05 00:00:57,-70.61842475170243,False,False,2.5402015852694815,False
2026-09-05 00:00:58,-69.33747313719287,False,False,3.0148292228077946,False
2026-09-05 00:00:59,-68.04890974575528,False,False,3.0359912492856367,False
2026-09-05 00:01:00,-70.95834847569058,False,False,2.8444762641271604,False
2026-09-05 00:01:01,-70.37131795332763,False,False,2.7960298101660603,False
2026-09-05 00:01:02,-72.21266994801206,False,False,13.446111432024981,False
2026-09-05 00:01:03,-72.39241324816135,False,False,12.331149078671361,False
2026-09-05 00:01:04,-68.3749483552116,False,False,11.03631590153649,False
2026-09-05 00:01:05,-67.28751994285835,False,False,16.219144179501818,False
2026-09-05 00:01:06,-70.14402024316067,False,False,15.69386993731781,False
2026-09-05 00:01:07,-67.99293420421596,False,False,16.883208512545288,False
2026-09-05 00:01:08,-69.27672794990472,False,False,17.35580022513181,False
2026-09-05 00:01:09,-71.29023950921025,False,False,17.735154753024062,False
2026-09-05 00:01:10,-69.27720878898317,False,False,20.141859128380947,False
2026-09-05 00:01:11,-58.79849034470084,False,False,20.906179278569418,False
2026-09-05 00:01:12,-70.0716520782199,False,False,10.65050558089462,False
2026-09-05 00:01:13,-66.87071268837198,False,False,11.12189878037865,False
2026-09-05 00:01:14,-75.23949020817949,False,False,11.058198557278697,False
2026-09-05 00:01:15,-68.35619499124955,False,False,8.131035690116306,False
2026-09-05 00:01:16,-64.26107162348883,False,False,8.283909425451778,False
2026-09-05 00:01:17,-70.59801470093174,False,False,5.498527609037336,False
2026-09-05 00:01:18,-69.816478446929,False,False,5.345234932281661,False
2026-09-05 00:01:19,-73.97513782920178,False,False,7.8224201124153385,False
2026-09-05 00:01:20,-65.23881667783495,False,False,5.356124871497514,False
2026-09-05 00:01:21,-69.2857748569765,False,False,10.77192142587493,False
2026-09-05 00:01:22,-67.04421191051696,False,False,10.744289741475319,False
2026-09-05 00:01:23,-71.0365404365473,False,False,11.407212058412815,False
2026-09-05 00:01:24,-71.61698720578637,False,False,11.345317001015742,False
2026-09-05 00:01:25,-71.00351408716908,False,False,11.03593999352863,False
2026-09-05 00:01:26,-68.16919576459586,False,False,12.983864844850427,False
2026-09-05 00:01:27,-69.34249778068063,False,False,25.996488468363474,False
2026-09-05 00:01:28,-64.42343619909695,False,False,31.61041966797776,False
2026-09-05 00:01:29,-68.97346513377329,False,False,34.134342100982835,False
2026-09-05 00:01:30,-60.3381465566214,False,False,36.22364416600546,False
2026-09-05 00:01:31,-68.06271001893423,False,False,37.992651079579524,False
2026-09-05 00:01:32,-65.12225508476372,False,False,39.016623714474726,False
2026-09-05 00:01:33,-70.65532429319553,False,False,39.82116272320273,False
2026-09-05 00:01:34,-63.13332461874395,False,False,40.66293403272924,False
2026-09-05 00:01:35,-72.92702989626423,False,False,39.19862184166791,False
2026-09-05 00:01:36,-54.78887705861377,False,False,37.0062721387376,False
2026-09-05 00:01:37,-56.69844418093702,False,False,26.195323003636368,False
2026-09-05 00:01:38,-69.98977308671508,False,False,11.434184236703327,False
2026-09-05 00:01:39,-70.4691742667503,False,False,19.54137699064691,False
2026-09-05 00:01:40,-72.83074148410083,False,False,19.63249853515113,False
2026-09-05 00:01:41,-70.84129064553072,False,False,20.549198882393192,False
2026-09-05 00:01:42,-70.68542903305354,False,False,20.27125230334449,False
2026-09-05 00:01:43,-71.60455453844324,False,False,19.65259443562949,False
2026-09-05 00:01:44,-70.32257142333202,False,False,19.107149385049407,False
2026-09-05 00:01:45,-69.19189828637093,False,False,19.366758569911873,False
2026-09-05 00:01:46,-59.77830292648393,False,False,19.656327353558652,False
2026-09-05 00:01:47,-69.65084437433632,False,False,12.668960727680131,False
2026-09-05 00:01:48,-60.06640887377715,False,False,13.693076165438232,False
2026-09-05 00:01:49,-70.14889183153234,False,False,4.970001419458145,False
2026-09-05 00:01:50,-73.83754243059808,False,False,10.007169877421475,False
2026-09-05 00:01:51,-70.05302775089844,False,False,7.531936598610898,False
2026-09-05 00:01:52,-69.87953958011795,False,False,8.679825228421652,False
2026-09-05 00:01:53,-65.07351577502942,False,False,8.852674082944686,False
2026-09-05 00:01:54,-70.38472192956225,False,False,11.98518948802378,False
2026-09-05 00:01:55,-69.39690531533277,False,False,11.399708830526993,False
2026-09-05 00:01:56,-70.0694235394105,False,False,11.850594798967865,False
2026-09-05 00:01:57,-72.33735607523906,False,False,13.328632524165645,False
2026-09-05 00:01:58,-67.71435437096996,False,False,12.189158541460921,False
2026-09-05 00:01:59,-62.26691513463673,False,False,12.579245129680134,False
